group,id,course,semester,grade
10,951,Kenjutsu and Swordsmanship,2,13.2
10,951,Ninjutsu and Stealth Arts,1,14.5
10,951,Ninjutsu and Stealth Arts,1,8
10,951,Ninjutsu and Stealth Arts,1,9
10,951,Ninjutsu and Stealth Arts,1,9
10,951,Ninjutsu and Stealth Arts,1,8.5
10,951,Ninjutsu and Stealth Arts,1,6.5
10,951,Ninjutsu and Stealth Arts,1,9
10,951,Onmyodo and Occult Arts,1,12.5
10,951,Onmyodo and Occult Arts,1,11.5
10,951,Onmyodo and Occult Arts,1,9
10,951,Onmyodo and Occult Arts,1,15
10,951,Shinto and Buddhist Philosophy,2,12
10,951,Shinto and Buddhist Philosophy,2,14.75
10,951,Shinto and Buddhist Philosophy,2,16.5
10,951,Shinto and Buddhist Philosophy,2,11.25
10,951,Shinto and Buddhist Philosophy,2,15
10,951,Shinto and Buddhist Philosophy,2,11.75
10,951,Strategy and Tactics,2,14
10,951,Strategy and Tactics,2,12
10,951,Strategy and Tactics,2,9.5
10,951,Tea Ceremony and Zen Meditation,1,7.5
10,951,Tea Ceremony and Zen Meditation,1,8.75
10,951,Tea Ceremony and Zen Meditation,1,6.25
10,951,Tea Ceremony and Zen Meditation,1,6.5
10,951,Tea Ceremony and Zen Meditation,1,7.75
10,969,Archery and Marksmanship,1,6.5
10,969,Archery and Marksmanship,1,10.5
10,969,Archery and Marksmanship,1,8
10,969,Archery and Marksmanship,1,5.5
10,969,Bushido and Samurai Code,1,12.25
10,969,Bushido and Samurai Code,1,10.5
10,969,Bushido and Samurai Code,1,8.75
10,969,Bushido and Samurai Code,1,10.25
10,969,Bushido and Samurai Code,1,11.5
10,969,Bushido and Samurai Code,1,13.5
10,969,Bushido and Samurai Code,1,13.75
10,969,Bushido and Samurai Code,1,11
10,969,Calligraphy and Poetry,2,10.25
10,969,Calligraphy and Poetry,2,9.25
10,969,Calligraphy and Poetry,2,9
10,969,Calligraphy and Poetry,2,10.5
10,969,Calligraphy and Poetry,2,9.25
10,969,History of Feudal Japan,2,11
10,969,History of Feudal Japan,2,9
10,969,History of Feudal Japan,2,8.5
10,969,Kenjutsu and Swordsmanship,2,7.6
10,969,Kenjutsu and Swordsmanship,2,14.1
10,969,Kenjutsu and Swordsmanship,2,13.5
10,969,Ninjutsu and Stealth Arts,1,8
10,969,Ninjutsu and Stealth Arts,1,10
10,969,Ninjutsu and Stealth Arts,1,11
10,969,Ninjutsu and Stealth Arts,1,10
10,969,Ninjutsu and Stealth Arts,1,13.5
10,969,Ninjutsu and Stealth Arts,1,10
10,969,Onmyodo and Occult Arts,1,11.5
10,969,Onmyodo and Occult Arts,1,13.5
10,969,Onmyodo and Occult Arts,1,8.5
10,969,Onmyodo and Occult Arts,1,8
10,969,Onmyodo and Occult Arts,1,9.5
10,969,Onmyodo and Occult Arts,1,13
10,969,Shinto and Buddhist Philosophy,2,12.25
10,969,Shinto and Buddhist Philosophy,2,15.25
10,969,Shinto and Buddhist Philosophy,2,17.25
10,969,Shinto and Buddhist Philosophy,2,11.5
10,969,Shinto and Buddhist Philosophy,2,12.25
10,969,Shinto and Buddhist Philosophy,2,14.75
10,969,Strategy and Tactics,2,6
10,969,Strategy and Tactics,2,8
10,969,Strategy and Tactics,2,6
10,969,Tea Ceremony and Zen Meditation,1,8.75
10,969,Tea Ceremony and Zen Meditation,1,6.25
10,969,Tea Ceremony and Zen Meditation,1,8.5
10,969,Tea Ceremony and Zen Meditation,1,6.5
10,981,Archery and Marksmanship,1,8
10,981,Archery and Marksmanship,1,7.5
10,981,Archery and Marksmanship,1,8.25
10,981,Archery and Marksmanship,1,10.5
10,981,Archery and Marksmanship,1,4.75
10,981,Bushido and Samurai Code,1,13.5
10,981,Bushido and Samurai Code,1,12.25
10,981,Bushido and Samurai Code,1,11.25
10,981,Bushido and Samurai Code,1,11
10,981,Bushido and Samurai Code,1,11.75
10,981,Bushido and Samurai Code,1,11
10,981,Bushido and Samurai Code,1,12.75
10,981,Bushido and Samurai Code,1,13
10,981,Calligraphy and Poetry,2,12.75
10,981,Calligraphy and Poetry,2,11.75
10,981,Calligraphy and Poetry,2,10.25
10,981,Calligraphy and Poetry,2,10
10,981,Calligraphy and Poetry,2,8.5
10,981,Calligraphy and Poetry,2,10.75
10,981,History of Feudal Japan,2,7.5
10,981,History of Feudal Japan,2,8
10,981,History of Feudal Japan,2,7.5
10,981,Kenjutsu and Swordsmanship,2,4.5
10,981,Kenjutsu and Swordsmanship,2,8
10,981,Kenjutsu and Swordsmanship,2,5
10,981,Ninjutsu and Stealth Arts,1,16
10,981,Ninjutsu and Stealth Arts,1,13.5
10,981,Ninjutsu and Stealth Arts,1,9
10,981,Ninjutsu and Stealth Arts,1,10
10,981,Ninjutsu and Stealth Arts,1,13
10,981,Ninjutsu and Stealth Arts,1,14
10,981,Ninjutsu and Stealth Arts,1,9
10,981,Onmyodo and Occult Arts,1,9.5
10,981,Onmyodo and Occult Arts,1,7
10,981,Onmyodo and Occult Arts,1,13
10,981,Onmyodo and Occult Arts,1,10.5
10,981,Onmyodo and Occult Arts,1,14
10,981,Onmyodo and Occult Arts,1,15.5
10,981,Shinto and Buddhist Philosophy,2,10.5
10,981,Shinto and Buddhist Philosophy,2,18.25
10,981,Shinto and Buddhist Philosophy,2,13.5
10,981,Shinto and Buddhist Philosophy,2,11.5
10,981,Shinto and Buddhist Philosophy,2,8.75
10,981,Shinto and Buddhist Philosophy,2,14.75
10,981,Strategy and Tactics,2,12.5
10,981,Strategy and Tactics,2,5.5
10,981,Strategy and Tactics,2,11.5
10,981,Tea Ceremony and Zen Meditation,1,4
10,981,Tea Ceremony and Zen Meditation,1,6.25
10,981,Tea Ceremony and Zen Meditation,1,4.5
10,981,Tea Ceremony and Zen Meditation,1,9
11,62,Archery and Marksmanship,1,7.25
11,62,Archery and Marksmanship,1,4.25
11,62,Archery and Marksmanship,1,6.75
11,62,Archery and Marksmanship,1,4.75
11,62,Archery and Marksmanship,1,3
11,62,Bushido and Samurai Code,1,12.5
11,62,Bushido and Samurai Code,1,13.25
11,62,Bushido and Samurai Code,1,12.75
11,62,Bushido and Samurai Code,1,11.5
11,62,Bushido and Samurai Code,1,15.75
11,62,Bushido and Samurai Code,1,11
11,62,Bushido and Samurai Code,1,14.5
11,62,Bushido and Samurai Code,1,14.25
11,62,Calligraphy and Poetry,2,12
11,62,Calligraphy and Poetry,2,12
11,62,Calligraphy and Poetry,2,10.25
11,62,Calligraphy and Poetry,2,10.25
11,62,Calligraphy and Poetry,2,9
11,62,Calligraphy and Poetry,2,10.75
11,62,History of Feudal Japan,2,4.5
11,62,History of Feudal Japan,2,7.5
11,62,History of Feudal Japan,2,11.5
11,62,Kenjutsu and Swordsmanship,2,12.3
11,62,Kenjutsu and Swordsmanship,2,5.6
11,62,Kenjutsu and Swordsmanship,2,20
11,62,Ninjutsu and Stealth Arts,1,8.5
11,62,Ninjutsu and Stealth Arts,1,17.5
11,62,Ninjutsu and Stealth Arts,1,12.5
11,62,Ninjutsu and Stealth Arts,1,12
11,62,Ninjutsu and Stealth Arts,1,10
11,62,Ninjutsu and Stealth Arts,1,13
11,62,Ninjutsu and Stealth Arts,1,13.5
11,62,Onmyodo and Occult Arts,1,13.5
11,62,Onmyodo and Occult Arts,1,11.5
11,62,Onmyodo and Occult Arts,1,13.5
11,62,Onmyodo and Occult Arts,1,11
11,62,Onmyodo and Occult Arts,1,12
11,62,Shinto and Buddhist Philosophy,2,9
11,62,Shinto and Buddhist Philosophy,2,17.25
11,62,Shinto and Buddhist Philosophy,2,13
11,62,Shinto and Buddhist Philosophy,2,13.25
11,62,Shinto and Buddhist Philosophy,2,11.5
11,62,Shinto and Buddhist Philosophy,2,11.75
11,62,Strategy and Tactics,2,10.5
11,62,Strategy and Tactics,2,11.5
11,62,Strategy and Tactics,2,7
11,62,Tea Ceremony and Zen Meditation,1,7
11,62,Tea Ceremony and Zen Meditation,1,8
11,62,Tea Ceremony and Zen Meditation,1,9.25
11,62,Tea Ceremony and Zen Meditation,1,6.5
11,62,Tea Ceremony and Zen Meditation,1,4.75
11,75,Archery and Marksmanship,1,9.5
11,75,Archery and Marksmanship,1,7.5
11,75,Archery and Marksmanship,1,9
11,75,Archery and Marksmanship,1,9.75
11,75,Bushido and Samurai Code,1,11.75
11,75,Bushido and Samurai Code,1,11.75
11,75,Bushido and Samurai Code,1,11.5
11,75,Bushido and Samurai Code,1,9.5
11,75,Bushido and Samurai Code,1,15.25
11,75,Bushido and Samurai Code,1,13
11,75,Bushido and Samurai Code,1,12
11,75,Calligraphy and Poetry,2,12
11,75,Calligraphy and Poetry,2,8.25
11,75,Calligraphy and Poetry,2,11
11,75,Calligraphy and Poetry,2,8
11,75,Calligraphy and Poetry,2,10.5
11,75,History of Feudal Japan,2,6
11,75,History of Feudal Japan,2,9
11,75,History of Feudal Japan,2,12
11,75,Kenjutsu and Swordsmanship,2,10
11,75,Kenjutsu and Swordsmanship,2,11.2
11,75,Kenjutsu and Swordsmanship,2,13.3
11,75,Ninjutsu and Stealth Arts,1,14.5
11,75,Ninjutsu and Stealth Arts,1,9
11,75,Ninjutsu and Stealth Arts,1,7.5
11,75,Ninjutsu and Stealth Arts,1,7.5
11,75,Ninjutsu and Stealth Arts,1,9.5
11,75,Ninjutsu and Stealth Arts,1,11
11,75,Ninjutsu and Stealth Arts,1,8
11,75,Onmyodo and Occult Arts,1,11.5
11,75,Onmyodo and Occult Arts,1,12.5
11,75,Onmyodo and Occult Arts,1,10.5
11,75,Onmyodo and Occult Arts,1,13.5
11,75,Onmyodo and Occult Arts,1,10
11,75,Onmyodo and Occult Arts,1,11
11,75,Shinto and Buddhist Philosophy,2,12.5
11,75,Shinto and Buddhist Philosophy,2,12
11,75,Shinto and Buddhist Philosophy,2,16.25
11,75,Shinto and Buddhist Philosophy,2,9
11,75,Shinto and Buddhist Philosophy,2,16.75
11,75,Shinto and Buddhist Philosophy,2,11.5
11,75,Strategy and Tactics,2,12
11,75,Strategy and Tactics,2,16
11,75,Strategy and Tactics,2,13.5
11,75,Tea Ceremony and Zen Meditation,1,6.75
11,75,Tea Ceremony and Zen Meditation,1,6.5
11,75,Tea Ceremony and Zen Meditation,1,5.75
11,75,Tea Ceremony and Zen Meditation,1,6.5
11,75,Tea Ceremony and Zen Meditation,1,8.5
11,89,Archery and Marksmanship,1,8
11,89,Archery and Marksmanship,1,7.25
11,89,Archery and Marksmanship,1,5.75
11,89,Archery and Marksmanship,1,4.5
11,89,Archery and Marksmanship,1,6
11,89,Bushido and Samurai Code,1,12.75
11,89,Bushido and Samurai Code,1,12.75
11,89,Bushido and Samurai Code,1,10
11,89,Bushido and Samurai Code,1,12.5
11,89,Bushido and Samurai Code,1,10.5
11,89,Bushido and Samurai Code,1,10.25
11,89,Bushido and Samurai Code,1,11.75
11,89,Calligraphy and Poetry,2,12.5
11,89,Calligraphy and Poetry,2,9.25
11,89,Calligraphy and Poetry,2,13
11,89,Calligraphy and Poetry,2,9.5
11,89,Calligraphy and Poetry,2,9.25
11,89,Calligraphy and Poetry,2,9.75
11,89,History of Feudal Japan,2,9
11,89,History of Feudal Japan,2,8.5
11,89,History of Feudal Japan,2,8
11,89,Kenjutsu and Swordsmanship,2,10.9
11,89,Kenjutsu and Swordsmanship,2,13.7
11,89,Kenjutsu and Swordsmanship,2,14.5
11,89,Ninjutsu and Stealth Arts,1,8.5
11,89,Ninjutsu and Stealth Arts,1,8.5
11,89,Ninjutsu and Stealth Arts,1,15
11,89,Ninjutsu and Stealth Arts,1,13
11,89,Ninjutsu and Stealth Arts,1,7.5
11,89,Ninjutsu and Stealth Arts,1,14
11,89,Ninjutsu and Stealth Arts,1,12
11,89,Onmyodo and Occult Arts,1,11.5
11,89,Onmyodo and Occult Arts,1,10.5
11,89,Onmyodo and Occult Arts,1,13.5
11,89,Onmyodo and Occult Arts,1,12.5
11,89,Shinto and Buddhist Philosophy,2,10.75
11,89,Shinto and Buddhist Philosophy,2,15.5
11,89,Shinto and Buddhist Philosophy,2,13.75
11,89,Shinto and Buddhist Philosophy,2,12.5
11,89,Shinto and Buddhist Philosophy,2,12.25
11,89,Shinto and Buddhist Philosophy,2,12.75
11,89,Strategy and Tactics,2,12
11,89,Strategy and Tactics,2,10
11,89,Strategy and Tactics,2,8.5
11,89,Tea Ceremony and Zen Meditation,1,9
11,89,Tea Ceremony and Zen Meditation,1,7.75
11,89,Tea Ceremony and Zen Meditation,1,8.5
11,89,Tea Ceremony and Zen Meditation,1,7.25
11,89,Tea Ceremony and Zen Meditation,1,8
11,113,Archery and Marksmanship,1,8
11,113,Archery and Marksmanship,1,4
11,113,Archery and Marksmanship,1,5.25
11,113,Archery and Marksmanship,1,8.75
11,113,Bushido and Samurai Code,1,11
11,113,Bushido and Samurai Code,1,9.25
11,113,Bushido and Samurai Code,1,10.75
11,113,Bushido and Samurai Code,1,13
11,113,Bushido and Samurai Code,1,10.75
11,113,Bushido and Samurai Code,1,11.25
11,113,Bushido and Samurai Code,1,10.5
11,113,Bushido and Samurai Code,1,16
11,113,Calligraphy and Poetry,2,11.25
11,113,Calligraphy and Poetry,2,8.25
11,113,Calligraphy and Poetry,2,10.75
11,113,Calligraphy and Poetry,2,8.75
11,113,Calligraphy and Poetry,2,11.25
11,113,Calligraphy and Poetry,2,10.25
11,113,History of Feudal Japan,2,8
11,113,History of Feudal Japan,2,10.5
11,113,History of Feudal Japan,2,8.5
11,113,Kenjutsu and Swordsmanship,2,15.5
11,113,Kenjutsu and Swordsmanship,2,10.5
11,113,Kenjutsu and Swordsmanship,2,9.7
11,113,Ninjutsu and Stealth Arts,1,6.5
11,113,Ninjutsu and Stealth Arts,1,10
11,113,Ninjutsu and Stealth Arts,1,10.5
11,113,Ninjutsu and Stealth Arts,1,6.5
11,113,Ninjutsu and Stealth Arts,1,14
11,113,Ninjutsu and Stealth Arts,1,5
11,113,Ninjutsu and Stealth Arts,1,10
11,113,Onmyodo and Occult Arts,1,14
11,113,Onmyodo and Occult Arts,1,10.5
11,113,Onmyodo and Occult Arts,1,10.5
11,113,Onmyodo and Occult Arts,1,14.5
11,113,Onmyodo and Occult Arts,1,7.5
11,113,Onmyodo and Occult Arts,1,11.5
11,113,Shinto and Buddhist Philosophy,2,12
11,113,Shinto and Buddhist Philosophy,2,15.25
11,113,Shinto and Buddhist Philosophy,2,16
11,113,Shinto and Buddhist Philosophy,2,12
11,113,Shinto and Buddhist Philosophy,2,14
11,113,Shinto and Buddhist Philosophy,2,15.5
11,113,Strategy and Tactics,2,12.5
11,113,Strategy and Tactics,2,12
11,113,Strategy and Tactics,2,9
11,113,Tea Ceremony and Zen Meditation,1,7.25
11,113,Tea Ceremony and Zen Meditation,1,7.75
11,113,Tea Ceremony and Zen Meditation,1,5.75
11,113,Tea Ceremony and Zen Meditation,1,6.75
11,113,Tea Ceremony and Zen Meditation,1,9.5
11,122,Archery and Marksmanship,1,6.75
11,122,Archery and Marksmanship,1,3.5
11,122,Archery and Marksmanship,1,6.75
11,122,Archery and Marksmanship,1,8.75
11,122,Archery and Marksmanship,1,8
11,122,Bushido and Samurai Code,1,16.25
11,122,Bushido and Samurai Code,1,13.5
11,122,Bushido and Samurai Code,1,14
11,122,Bushido and Samurai Code,1,13.75
11,122,Bushido and Samurai Code,1,10.5
11,122,Bushido and Samurai Code,1,11
11,122,Bushido and Samurai Code,1,12.25
11,122,Bushido and Samurai Code,1,14.5
11,122,Calligraphy and Poetry,2,8.25
11,122,Calligraphy and Poetry,2,9.25
11,122,Calligraphy and Poetry,2,10
11,122,Calligraphy and Poetry,2,10.75
11,122,Calligraphy and Poetry,2,10.25
11,122,Calligraphy and Poetry,2,8.5
11,122,History of Feudal Japan,2,6
11,122,History of Feudal Japan,2,6.5
11,122,History of Feudal Japan,2,10
11,122,Kenjutsu and Swordsmanship,2,7.7
11,122,Kenjutsu and Swordsmanship,2,15.2
11,122,Kenjutsu and Swordsmanship,2,12.2
11,122,Ninjutsu and Stealth Arts,1,14
11,122,Ninjutsu and Stealth Arts,1,11
11,122,Ninjutsu and Stealth Arts,1,9.5
11,122,Ninjutsu and Stealth Arts,1,10
11,122,Ninjutsu and Stealth Arts,1,7.5
11,122,Ninjutsu and Stealth Arts,1,13
11,122,Onmyodo and Occult Arts,1,11.5
11,122,Onmyodo and Occult Arts,1,13
11,122,Onmyodo and Occult Arts,1,13
11,122,Onmyodo and Occult Arts,1,8.5
11,122,Onmyodo and Occult Arts,1,9.5
11,122,Onmyodo and Occult Arts,1,11.5
11,122,Shinto and Buddhist Philosophy,2,15.75
11,122,Shinto and Buddhist Philosophy,2,17.75
11,122,Shinto and Buddhist Philosophy,2,13
11,122,Shinto and Buddhist Philosophy,2,16.25
11,122,Shinto and Buddhist Philosophy,2,12
11,122,Shinto and Buddhist Philosophy,2,14
11,122,Strategy and Tactics,2,13
11,122,Strategy and Tactics,2,12
11,122,Strategy and Tactics,2,6
11,122,Tea Ceremony and Zen Meditation,1,8.5
11,122,Tea Ceremony and Zen Meditation,1,6.5
11,122,Tea Ceremony and Zen Meditation,1,7.5
11,122,Tea Ceremony and Zen Meditation,1,7.75
11,122,Tea Ceremony and Zen Meditation,1,6.75
11,130,Archery and Marksmanship,1,8
11,130,Archery and Marksmanship,1,9.75
11,130,Archery and Marksmanship,1,7.75
11,130,Archery and Marksmanship,1,8.25
11,130,Bushido and Samurai Code,1,15.5
11,130,Bushido and Samurai Code,1,12.75
11,130,Bushido and Samurai Code,1,12.75
11,130,Bushido and Samurai Code,1,8.25
11,130,Bushido and Samurai Code,1,11.5
11,130,Bushido and Samurai Code,1,10.75
11,130,Bushido and Samurai Code,1,10.5
11,130,Bushido and Samurai Code,1,12.25
11,130,Calligraphy and Poetry,2,10.25
11,130,Calligraphy and Poetry,2,11
11,130,Calligraphy and Poetry,2,10.5
11,130,Calligraphy and Poetry,2,10
11,130,Calligraphy and Poetry,2,10.75
11,130,Calligraphy and Poetry,2,10
11,130,History of Feudal Japan,2,9.5
11,130,History of Feudal Japan,2,7
11,130,History of Feudal Japan,2,8
11,130,Kenjutsu and Swordsmanship,2,13.2
11,130,Kenjutsu and Swordsmanship,2,10.4
11,130,Ninjutsu and Stealth Arts,1,9
11,130,Ninjutsu and Stealth Arts,1,10
11,130,Ninjutsu and Stealth Arts,1,9.5
11,130,Ninjutsu and Stealth Arts,1,8.5
11,130,Ninjutsu and Stealth Arts,1,8
11,130,Ninjutsu and Stealth Arts,1,14.5
11,130,Ninjutsu and Stealth Arts,1,10
11,130,Onmyodo and Occult Arts,1,13.5
11,130,Onmyodo and Occult Arts,1,12.5
11,130,Onmyodo and Occult Arts,1,11.5
11,130,Onmyodo and Occult Arts,1,12
11,130,Onmyodo and Occult Arts,1,8
11,130,Onmyodo and Occult Arts,1,13.5
11,130,Shinto and Buddhist Philosophy,2,14.75
11,130,Shinto and Buddhist Philosophy,2,14.75
11,130,Shinto and Buddhist Philosophy,2,13.25
11,130,Shinto and Buddhist Philosophy,2,16.5
11,130,Shinto and Buddhist Philosophy,2,11.75
11,130,Strategy and Tactics,2,14.5
11,130,Strategy and Tactics,2,11.5
11,130,Strategy and Tactics,2,15
11,130,Tea Ceremony and Zen Meditation,1,9
11,130,Tea Ceremony and Zen Meditation,1,7
11,130,Tea Ceremony and Zen Meditation,1,6.75
11,130,Tea Ceremony and Zen Meditation,1,8
11,130,Tea Ceremony and Zen Meditation,1,5.75
11,138,Archery and Marksmanship,1,3
11,138,Archery and Marksmanship,1,6.5
11,138,Archery and Marksmanship,1,10.75
11,138,Archery and Marksmanship,1,6
11,138,Archery and Marksmanship,1,7
11,138,Bushido and Samurai Code,1,13
11,138,Bushido and Samurai Code,1,9.75
11,138,Bushido and Samurai Code,1,18
11,138,Bushido and Samurai Code,1,12.25
11,138,Bushido and Samurai Code,1,9
11,138,Bushido and Samurai Code,1,12.25
11,138,Bushido and Samurai Code,1,14.25
11,138,Bushido and Samurai Code,1,13
11,138,Calligraphy and Poetry,2,11.75
11,138,Calligraphy and Poetry,2,12.25
11,138,Calligraphy and Poetry,2,9.5
11,138,Calligraphy and Poetry,2,9.75
11,138,Calligraphy and Poetry,2,9.5
11,138,Calligraphy and Poetry,2,12.25
11,138,History of Feudal Japan,2,12.5
11,138,History of Feudal Japan,2,14.5
11,138,History of Feudal Japan,2,15.5
11,138,Kenjutsu and Swordsmanship,2,20
11,138,Kenjutsu and Swordsmanship,2,12.3
11,138,Kenjutsu and Swordsmanship,2,13.3
11,138,Ninjutsu and Stealth Arts,1,13.5
11,138,Ninjutsu and Stealth Arts,1,11.5
11,138,Ninjutsu and Stealth Arts,1,10
11,138,Ninjutsu and Stealth Arts,1,15.5
11,138,Ninjutsu and Stealth Arts,1,12
11,138,Ninjutsu and Stealth Arts,1,11.5
11,138,Ninjutsu and Stealth Arts,1,13
11,138,Onmyodo and Occult Arts,1,7
11,138,Onmyodo and Occult Arts,1,13
11,138,Onmyodo and Occult Arts,1,10.5
11,138,Onmyodo and Occult Arts,1,12.5
11,138,Onmyodo and Occult Arts,1,8.5
11,138,Onmyodo and Occult Arts,1,9.5
11,138,Shinto and Buddhist Philosophy,2,10.5
11,138,Shinto and Buddhist Philosophy,2,19
11,138,Shinto and Buddhist Philosophy,2,6.75
11,138,Shinto and Buddhist Philosophy,2,14.75
11,138,Shinto and Buddhist Philosophy,2,14.25
11,138,Shinto and Buddhist Philosophy,2,13
11,138,Strategy and Tactics,2,14.5
11,138,Strategy and Tactics,2,8
11,138,Strategy and Tactics,2,14
11,138,Tea Ceremony and Zen Meditation,1,9.5
11,138,Tea Ceremony and Zen Meditation,1,7.5
11,138,Tea Ceremony and Zen Meditation,1,7.75
11,138,Tea Ceremony and Zen Meditation,1,8
11,206,Archery and Marksmanship,1,10.5
11,206,Archery and Marksmanship,1,9.75
11,206,Archery and Marksmanship,1,6.5
11,206,Archery and Marksmanship,1,7
11,206,Archery and Marksmanship,1,8.75
11,206,Bushido and Samurai Code,1,12.75
11,206,Bushido and Samurai Code,1,14
11,206,Bushido and Samurai Code,1,13.5
11,206,Bushido and Samurai Code,1,11.25
11,206,Bushido and Samurai Code,1,10.75
11,206,Bushido and Samurai Code,1,13.75
11,206,Bushido and Samurai Code,1,10.25
11,206,Bushido and Samurai Code,1,9.75
11,206,Calligraphy and Poetry,2,8.5
11,206,Calligraphy and Poetry,2,7.75
11,206,Calligraphy and Poetry,2,10.75
11,206,Calligraphy and Poetry,2,6.5
11,206,Calligraphy and Poetry,2,9.5
11,206,Calligraphy and Poetry,2,9.25
11,206,History of Feudal Japan,2,6.5
11,206,History of Feudal Japan,2,7
11,206,Kenjutsu and Swordsmanship,2,4
11,206,Kenjutsu and Swordsmanship,2,12
11,206,Ninjutsu and Stealth Arts,1,9
11,206,Ninjutsu and Stealth Arts,1,13
11,206,Ninjutsu and Stealth Arts,1,10
11,206,Ninjutsu and Stealth Arts,1,8.5
11,206,Ninjutsu and Stealth Arts,1,10
11,206,Ninjutsu and Stealth Arts,1,9.5
11,206,Ninjutsu and Stealth Arts,1,9
11,206,Onmyodo and Occult Arts,1,10.5
11,206,Onmyodo and Occult Arts,1,9.5
11,206,Onmyodo and Occult Arts,1,13
11,206,Onmyodo and Occult Arts,1,12.5
11,206,Onmyodo and Occult Arts,1,7
11,206,Onmyodo and Occult Arts,1,13.5
11,206,Shinto and Buddhist Philosophy,2,18.25
11,206,Shinto and Buddhist Philosophy,2,14.25
11,206,Shinto and Buddhist Philosophy,2,12.5
11,206,Shinto and Buddhist Philosophy,2,16.25
11,206,Shinto and Buddhist Philosophy,2,9.25
11,206,Shinto and Buddhist Philosophy,2,14.25
11,206,Strategy and Tactics,2,10
11,206,Strategy and Tactics,2,3.5
11,206,Strategy and Tactics,2,6.5
11,206,Tea Ceremony and Zen Meditation,1,7
11,206,Tea Ceremony and Zen Meditation,1,3.25
11,206,Tea Ceremony and Zen Meditation,1,8.25
11,206,Tea Ceremony and Zen Meditation,1,8
11,206,Tea Ceremony and Zen Meditation,1,8.25
11,252,Archery and Marksmanship,1,6.25
11,252,Archery and Marksmanship,1,6.5
11,252,Archery and Marksmanship,1,5.25
11,252,Archery and Marksmanship,1,8
11,252,Bushido and Samurai Code,1,11.25
11,252,Bushido and Samurai Code,1,10.75
11,252,Bushido and Samurai Code,1,9.75
11,252,Bushido and Samurai Code,1,10
11,252,Bushido and Samurai Code,1,13.5
11,252,Bushido and Samurai Code,1,14.25
11,252,Bushido and Samurai Code,1,12
11,252,Bushido and Samurai Code,1,12.75
11,252,Calligraphy and Poetry,2,9.75
11,252,Calligraphy and Poetry,2,10
11,252,Calligraphy and Poetry,2,10.75
11,252,Calligraphy and Poetry,2,12.75
11,252,Calligraphy and Poetry,2,11
11,252,Calligraphy and Poetry,2,13.25
11,252,History of Feudal Japan,2,6.5
11,252,History of Feudal Japan,2,5
11,252,History of Feudal Japan,2,7.5
11,252,Kenjutsu and Swordsmanship,2,14
11,252,Kenjutsu and Swordsmanship,2,9.8
11,252,Kenjutsu and Swordsmanship,2,10.6
11,252,Ninjutsu and Stealth Arts,1,9
11,252,Ninjutsu and Stealth Arts,1,12.5
11,252,Ninjutsu and Stealth Arts,1,9.5
11,252,Ninjutsu and Stealth Arts,1,13
11,252,Ninjutsu and Stealth Arts,1,6.5
11,252,Ninjutsu and Stealth Arts,1,11.5
11,252,Ninjutsu and Stealth Arts,1,13.5
11,252,Onmyodo and Occult Arts,1,9
11,252,Onmyodo and Occult Arts,1,10.5
11,252,Onmyodo and Occult Arts,1,10
11,252,Onmyodo and Occult Arts,1,12.5
11,252,Onmyodo and Occult Arts,1,8
11,252,Onmyodo and Occult Arts,1,8.5
11,252,Shinto and Buddhist Philosophy,2,15
11,252,Shinto and Buddhist Philosophy,2,14.75
11,252,Shinto and Buddhist Philosophy,2,11.75
11,252,Shinto and Buddhist Philosophy,2,11.75
11,252,Shinto and Buddhist Philosophy,2,17.5
11,252,Shinto and Buddhist Philosophy,2,12
11,252,Strategy and Tactics,2,9
11,252,Strategy and Tactics,2,10
11,252,Tea Ceremony and Zen Meditation,1,8.75
11,252,Tea Ceremony and Zen Meditation,1,7.25
11,252,Tea Ceremony and Zen Meditation,1,8.5
11,252,Tea Ceremony and Zen Meditation,1,9.25
11,284,Archery and Marksmanship,1,7
11,284,Archery and Marksmanship,1,5.5
11,284,Archery and Marksmanship,1,8
11,284,Archery and Marksmanship,1,8.75
11,284,Archery and Marksmanship,1,4.5
11,284,Bushido and Samurai Code,1,10.5
11,284,Bushido and Samurai Code,1,10.75
11,284,Bushido and Samurai Code,1,11.25
11,284,Bushido and Samurai Code,1,10.5
11,284,Bushido and Samurai Code,1,12.75
11,284,Bushido and Samurai Code,1,14.5
11,284,Bushido and Samurai Code,1,14.75
11,284,Bushido and Samurai Code,1,11.5
11,284,Calligraphy and Poetry,2,10.5
11,284,Calligraphy and Poetry,2,9.75
11,284,Calligraphy and Poetry,2,9.5
11,284,Calligraphy and Poetry,2,11
11,284,Calligraphy and Poetry,2,10.75
11,284,Calligraphy and Poetry,2,10
11,284,History of Feudal Japan,2,8
11,284,History of Feudal Japan,2,8
11,284,History of Feudal Japan,2,12.5
11,284,Kenjutsu and Swordsmanship,2,11.1
11,284,Kenjutsu and Swordsmanship,2,13.8
11,284,Kenjutsu and Swordsmanship,2,8
11,284,Ninjutsu and Stealth Arts,1,8.5
11,284,Ninjutsu and Stealth Arts,1,8
11,284,Ninjutsu and Stealth Arts,1,13
11,284,Ninjutsu and Stealth Arts,1,10.5
11,284,Ninjutsu and Stealth Arts,1,13
11,284,Ninjutsu and Stealth Arts,1,12
11,284,Ninjutsu and Stealth Arts,1,11
11,284,Onmyodo and Occult Arts,1,12
